idx,tweets,labels
768823780093427712,The Red Cross asks Italians to deactivate their Wi-Fi passwords for earthquake relief: https://t.co/ttILZmKp0X ... https://t.co/LfIAJYp0Q3,"[1, 3]"
768860982072467456,Help quake victims near you by disabling your Wi-Fi password https://t.co/cARM7CwRxd,[1]
768785401418919936,#PingForADay &gt; Italy asks public to off Wi-Fi passwords for communication in earthquake aftermath. https://t.co/iZNjEzwf4p #WiFi #quake,[1]
768681469623492608,Italian Red Cross urges locals to disable Wi-Fi passwords following devastating earthquake: The Croce Rossa t... https://t.co/uZ5EFV5kP8,"[1, 3]"
768822681391079424,"Ohh... This isn't a request I've ever heard in the US. Brilliant. 
Disable wifi so first responders can comm.

https://t.co/Gs9WLcr6UC",[1]
768744737863897088,"Public service announcement, in event of disaster, donate your wifi and disable your wifi password. https://t.co/k9fNCjTpXz #psa #earthquake",[1]
768714825417560064,Want to help earthquake victims near you? Disable your Wi-Fi pas..https://t.co/1UKU7b6euZ #internet https://t.co/GaEbiVYA53,[1]
768758887063355392,"Survivors of the 6.2M #ItalyEarthquake need emergency supplies like food, water, and medicine  donate today: https://t.co/2wOhYLZGok",[1]
768811382422724608,The role of telecom in crisis - The Red Cross is urging Italians to turn Wi-Fi passwords off after the earthquake https://t.co/yaeeEqA1ay,"[1, 3]"
768855505066336256,"You can text ""GIVE ITALY"" to 80100 to donate $10 to the Italy Earthquake Relief Fund. #ItalyEarthquake https://t.co/9kmvHSMof0",[1]
768822302582697984,Tech Update from the BBC! #Tech #BBC #Technology Italy quake rescuers ask locals to unlock their wi-fi https://t.co/IknKN21GeB,[1]
768828087412875265,#Italy quake rescuers ask locals to #unlock their wi-fi https://t.co/qytDs1J8Jy,[1]
768784240196591616,"@RedCross Please assist in rescue efforts, food, water, shelter, to the earthquake devastated area of Amatrice in Italy.",[1]
768836090476331008,Help me raise 1000 to Italy Earthquake Relief Fund. Please #donate on @justgiving and RT. Thanks! https://t.co/pqd6tKR7Ib,[1]
769319643274063872,"#Italy quake death toll rises to at least 281 #jobs #jobsearch #: #Desperately needing food and shelter, more... https://t.co/X1PJ4H5kC7","[1, 2]"
768688368108601344,Italian Red Cross urges people to disable Wi-Fi passwords after devastating earthquake https://t.co/gg3hcD5fLZ &gt;&gt; Niet veilg. Wel nodig.,"[1, 3]"
768736713476800513,Italians are being urged to drop their Wi-Fi passwords to help earthquake victims https://t.co/2bgmLfhoyO https://t.co/6yh2yYUlte,[1]
768792105451917312,"Amatrice, home town of Amatriciana sauce, has been destroyed by an earthquake: help the locals. via /r/food #food ... https://t.co/iVzt9u4YN3",[1]
768804859407663108,"Blood urgently needed for #earthquake patients, where to donate in #florence #tuscany @rep_firenze #PrayingforItaly
https://t.co/gbXmIK7kIB",[1]
768913368027533312,"PLS If You/Ur Friends/Neighbors Can HELP the PPL of AMATRICE, ITALY From recent earthquake killing hundreds W/blankets, water &amp;/or $ Pls Do!",[1]
768870785578598400,"How can you help in #Emergency or #NaturalDisaster situations? Unlock your #WiFi for those in need to communicate.

https://t.co/oPPaEUIXfF",[1]
768790575541870592,Italy earthquake: Red Cross urges locals in affected areas to disable their WiFi passwords - International Busines... https://t.co/hLHN09AOrq,"[1, 3]"
768721652091854848,Our support to all families affected by the earthquake in Italy. Donate Italian Red Cross: https://t.co/gln9IciljB https://t.co/2kb7VpXM8N,"[1, 3]"
769160295197577217,#Vaughan #ItalyEarthquake https://t.co/DBpTITjhWI You can help Italy quake victims by contributing to relief fund https://t.co/H6h9edXQIT,[1]
768793128300052480,"Italian Earthquake Relief Fund https://t.co/mK6JroUnyv via @RossellaRago please donate if you can, Italy needs all the help they can get!",[1]
768852021990400001,"I've really gotta get my earthquake prep game up! I need all the bottles of water, batteries, canned food, etc. #earthquakestress",[1]
768756103589036032,"If you can, please help the victims. Here is a list with different ways to donate and help. https://t.co/CPlzIsvZdc",[1]
768816836431327232,"Italy earthquake leads to open-air mortuaries, rescue teams running out of body bags,as looting spreads  https://t.co/HUArBf913e",[1]
768722116665540608,If you want to help the people hit by the earthquake in Italy consider donating some money to the Red Cross here : https://t.co/F1gt6TQhRe,"[1, 3]"
768722525740232709,Aid for Italy. #donate #italy #earthquake https://t.co/nkcLq1oCGT,[1]
768757170762571776,Donate by sms (text) 45500 from Italian cell phones. Will check for int'l numbers. #earthquake #earthquakeitaly #Amatrice,[1]
769105754334846976,Italy quake: SOS Malta urgent appeal for donations - https://t.co/WKXxOFMJJs,[1]
769250332748767232,This could be a security hazard potentially.  Red Cross asks people to unlock Wi-Fi after quake https://t.co/NkNsvDMcsT via @siliconrepublic,"[1, 3]"
768728530444312576,"To provide assistance for those affected by the earthquake, you can donate directly to the Italian Red Cross at https://t.co/YdM1NvKXAW","[1, 3]"
768720720532738048,Please donate to the Italian Red Cross to support the victims of the earthquake. @crocerossa https://t.co/aeKCRcdfHu,"[1, 3]"
768805856100036608,"Italy earthquake; rescue teams running out of body bags, people forced to sleep in the streets-looting https://t.co/FVp7PxDoel
Pray 4 Italy",[1]
768270584371408900,News Alert: 6.2-6.4 magnitude earthquake strikes in Central Italy.  Felt in Rome and Venice.  No damage reports yet.,[2]
768280801913954305,"Retweeted Good Morning America (@GMA):

UPDATE: Reports of damaged buildings, blackouts near epicenter of quake... https://t.co/4ImtJW4wDA",[2]
768281477524041728,"Magnitude 6.1 earthquake strikes central Italy, with reports of damaged buildings &amp; blackouts near Rieti epicentre https://t.co/tJij88g1oA",[2]
768281962284998656,"+++ ""There are damages and injured people"". Italy civil protection service chief on earthquake 
https://t.co/m95pvtvLRF
#terremoto +++",[2]
768273198454452224,#BREAKING VIDEO: USGS expecting significant damage and casualties after 6.2 magnitude quake in #Italy https://t.co/ISQduGY4la,[2]
768269535145185280,"From the BBC:  A magnitude 6.4 earthquake struck central Italy, south of Perugia. No reports of damage or casualties https://t.co/i7Oqvn9Jdt",[2]
768281372771356672,Quake this evening in Italy...shaking in Rome of 20 seconds...no damage reports right now https://t.co/OymKACerH0,[2]
768269810866192384,"BREAKING: 6.5 Magnitude Earthquake hits Southern Italy, about 100 miles from Rome. Numerous buildings reporting damage.",[2]
768273340276420608,CARACA!!! RT @JonHaworthSky No immediate reports of damage in #Italy #earthquake but there are reports people ran into streets,[2]
768283243166765056,"JUST IN: Italian Civil Protection Agency says it has received reports of building collapses after quake in central Italy, Reuters reports.",[2]
768280174727049216,A magnitude 6.1 quake struck central Italy. Reports of damaged buildings and blackouts near the epicenter Rieti.,[2]
768279445459263488,"@KirstenHaglund Big earthquake has hit central Italy, 6.3 on richter scale. No damage reported yet.",[2]
768278272614526978,The major of Amatrice says that the town is destroyed #earthquake #italy,[2]
768280221673848834,"CONTEXT: The 2009 L'Aquila earthquake (6.4) in central Italy left around 300 dead, 1200+ injured and $16B in damage. - @MicahGrimes",[2]
768265450199388160,Seems like a pretty big #earthquake is shaking Italy tonight. It woke us up but no damages here in #Umbria,[2]
768280844662247424,#Ametrice Small town reported with heavy damage #Italy #earthquake M6.2 more than hour ago NO Phone lines near epicenter #sismo #temblor,[2]
768273076978974721,JUST IN: A 6.2 earthquake has struck central Italy according to @USGS. No immediate reports of damage. https://t.co/eIaGwh55Ns,[2]
768283150992617472,#USGS says preliminary 6.2 mag earthquake has struck central Italy. No immediate reports of injuries. Aftershocks reported. @KHQA,[2]
768272898695962624,"Magnitude 6.1 quake hits Rome, Central Italy.  No reports of damage.",[2]
768279318191419392,"ROME (AP)  A magnitude 6.1 earthquake struck central Italy, reports of damaged buildings and blackouts. https://t.co/p3t4DYcthY",[2]
768279410302517248,"Unconfirmed reports of major damage in Italy following earthquake (mayor of Amatrice: ""the town is gone""). https://t.co/FE5S6g1Ejf",[2]
768282846670839808,Still have electricity despite the earthquake here in Italy,[2]
768274967511392257,"60% probability of 100+ fatalities in Norcia, Italy due to 6.2 quake. ""Significant casualties are likely."" - USGS https://t.co/51RPS4IjF5",[2]
768273765419671556,No immediate reports of damage in quake that rattles Italy: https://t.co/vui8iq0avv,[2]
768265264098050048,"+++ Earthquake in #Italy, 6,4M near Perugia, felt clearly even in Rome, no casualties reported so far 
https://t.co/5uG6NKLPdS +++",[2]
768280587626946562,"#terremoto #earthquake, Mayor of #Amatrice: ""The town is no more"". In the epicenter area buildings collapsed and probably people injured.",[2]
768272333870026752,#BREAKING: No immediate reports of damage in #Italy #earthquake but there are reports people ran into streets in central Umbria &amp; Le Marche.,[2]
768271891672903681,"Earthquake in central Italy.  Initial magnitude 6.1
No reports yet of damage or injury. 
#italyearthquake",[2]
768279600308912128,La Repubblica: Mayor of town of #Amatrice says 'Our town is gone' #earthquake #Italy https://t.co/XCKGi01cml,[2]
768275115570294788,Houses and old school castles came crashing down near #roma #rome #earthquake #terremoto #amatrice,[2]
768282021445701633,#Earthquake #terremoto Le Marche. Pretty heavy initially. Lights afterwards. No sign of damage or casualties here just outside the village,[2]
768280833132224512,"Just heard from my daughter-in-law in Umbria, Italy.  Pretty shaken, (no pun int.), by the earthquake. Thankfully, no injuries or damage.",[2]
768272965591044096,"#earthquake #Tremors in #Italy felt as far afield as #Puglia, #Naples #Emilia, all over central Italy. No reports yet of damage",[2]
768279119717105672,TRANS: Many buildings collapsed in Amatrice #terremoto | #Italy #earthquake  https://t.co/g9NHYTNvKe,[2]
768265234318581761,"We were just awoken by an earthquake here in Rome. No damage, just swaying.",[2]
768269009036816384,Big earthquake strikes central Italy in the middle of the night. Casualties and damage unknown. https://t.co/9L2CD2jX2I,[2]
768274182870294528,Strong #earthquake #terremoto in Italy. Here in Rome very strong but no damage.,[2]
768282518290325504,"Live: Earthquake at Central Italy, Here below the Yellow mark is Possible Damaging of Buildings &amp; Deaths https://t.co/CERRaEe9O9",[2]
768281748517957634,"RT ABC7NY: RT GMA: UPDATE: Reports of damaged buildings, blackouts near epicenter of quake that struck central Ita... https://t.co/YTv1BfcMOl",[2]
768273841810395136,#Italy earthquake with a 6.2 magnitude hits region around #Perugia - no immediate reports of damage says local media https://t.co/uOHfUrU3tO,[2]
768275967760404480,"A 6.2 magnitude earthquake has hit Central Italy.  Not hearing any details on damage or injuries, though it's... https://t.co/5g8hjQGKuM",[2]
768277106870607872,"+++ Buildings reportedly collapsed in Amatrice and Accumuli, center Italy, after earthquake
#terremoto +++ https://t.co/YOxzhn6bcT",[2]
768284455064698880,@RadioPlayInter this is not a photo of this  earthquake and we don't have any report of casualties,[2]
768269161600585729,"Most of hotel guests outside after #earthquake in Le Marche, Italy. Bewilderment. All setteled down now. No damages in immed surroundings.",[2]
768267948959993856,#BREAKING: #Italy government say they are in contact with civil protection about #earthquake near #Perugia. No word on damge or injuries yet,"[2, 3]"
768272399020154880,#1010WINS  Quake measuring 6.2 magnitude rocks central Italy. Quake centered near Perugia &amp; felt as far as Rome. No word on injuiries/damage,[2]
768284017661652992,"(Still unconfirmed): Mayor of Amatrice says road access to the town is cut off following earthquake, people trapped beneath the rubble.",[2]
768270279315292160,A powerful #earthquake struck #Italy tonight. It happened at 3:36 a.m. local time. No word on damage yet... https://t.co/z9xc7QcZSA,[2]
768263975033274369,I was just awaken by a strong #earthquake in #Rome. No damage here...hope everything is fine (almost at the exact time of L'Aquila 2009),[2]
768277572887179264,"No immediate reports of damage following 6.1 magnitude quake rattling Rome &amp; Central Italy, per @AP https://t.co/dxc2lnrigB",[2]
768277441651539968,"Witnesses called Rai news to say buildings collapsed in #Arquata, near #Rieti in central #Italy #earthquake #terremoto",[2]
768283012312162306,"In central Italy earthquake, building damage reported spate of like Perugia Norcia close to the epicenter.",[2]
768261707449991168,Earthquake felt in Rome... No damage here... Waiting for aftershocks... #earthquake #italy,[2]
768276500307177472,BostonGlobe: There were no immediate reports of damage after a 6.2-magnitude earthquake hit Italy ... https://t.co/mGoHJLKDXk,[2]
768269809981284352,"#Quakefeed app: there's just been a #6.2 #earthquake in #Norcia #Italy close to #Rome. Noone dead or wounded, I hope https://t.co/lbMGwk6WjB",[2]
768280882796867585,"Damaged buildings, blackouts reported as magnitude 6.1 quake rattles Rome and central Italy https://t.co/IkG9yFou1d",[2]
768282217697075201,"Magnitude 6.2 quake reported in close proximity to the city of Perugia in Italy, tremor felt for Rome no reports of damages",[2]
768278425064931328,"Mayor of Amatrice, village east of Rome near Gran Sasso, ""town is gone"" #earthquake https://t.co/LuftbFWrxq",[2]
768272899790606336,UPDATE: Sources firming the #Italy #earthquake was at a 6.2 magnitude. No current reports of damage or casualties. #breaking,[2]
768282282369097728,Earthquake central Italy. Buildings crumbled. Civil protection now reporting injuries. https://t.co/0Vs1pBYi2m,[2]
768266124479770624,"#Perugia #earthquake no damage reports so far, but #expats should check in w/ HQ 4 accountability protocol. #travel #security",[2]
768273918926942209,"#Accumoli epicenter of #earthquake tremors in #Italy that hit tonight before 4am NE of #Rome, no reports of deaths or damage #terremoto",[2]
768271112044150784,BREAKING: Despite the strong shocks there's no apparent sign of significant damage here in Pescara #earthquake #italy,[2]
768284546622103552,"A 6.1 quake hit Italy, damaged buildings near Rieti &amp; ppl fleeing homes. https://t.co/LK0WAe68lq https://t.co/OekMvb9C5l",[2]
768268826052009984,Monitoring for #damage and #injury updates #earthquake  https://t.co/FLe6YnGfQz,[2]
768279622668525568,"Damaged buildings, blackouts after 6.2 magnitude earthquake strikes Italy  https://t.co/zsf2DyzBVC",[2]
768283775172083712,Powerful earthquake 6.4 rocks central Italy . Reports of collapsed buildings and extensive damage. Details @GlobalCalgary at 11,[2]
768278802644373504,"6.2 earthquake in central Italy, scary stuff. Wonder what it would take to cause damage to the Leaning Tower",[2]
768279743993028608,This is a Fox News Alert: Reports of buildings collapsing in central Italy following a 6.2 quake,[2]
768273364007981056,"*** So far no reports of damage and casualties after #Italy earthquake, but we'll see, people were sleeping, it was 3.30 am 
#terremoto ***",[2]
768269469848309761,"Earthquake in the middle of the night. Alarms went off, dogs started barking.
No damages and everyone's fine here. #terremoto #roma #scossa",[2]
768278996182265856,"#earthquake Huge damage in Amatrice, the mayor says half town is destroyed # italy",[2]
768283605797785600,FLASH: Telecommunications got affected in Italy due to massive quake at Central Italy,[2]
768267923097923585,Until now there are no reports of Damage in #Italy #earthquake M6.2 We hope the report dont change #sismo #temblor,[2]
768275141692313600,"MAGNITUDE 6.2 EARTHQUAKE ROCKS ITALY - SERIOUS DAMAGE, NUMEROUS INJURIES https://t.co/mWr1ByJbep https://t.co/pJnJ3IKpyo",[2]
768271498024980480, USGS impact scale suggests significant casualties &amp; economic losses likely after Italy quake... https://t.co/sFILLUPFpb,[2]
768283920672575488,"Italian Civil Protection Agency says it has received reportsof building collapses after quake incentral Italy
#LiveMithila",[2]
768276759389364224,RT ABC7NY: RT ABC: MORE: No immediate reports of damage after 6.2-magnitude earthquake rattles Italy. ... https://t.co/qpHm9gBEy1,[2]
768275944175906816," 6.2 m #Earthquake rocks central Italy, no major damage or casualties reported at the point. https://t.co/MLHGbidoH4",[2]
768278482195316737,#BREAKING 6.2 #earthquake strikes central #Italy no reports of injuries. Felt strongly in cental #Rome #fox5atl https://t.co/knlaJV3CRc,[2]
768277504129892352,6.2 earthquake hits Central Italy.  Please reach out to your loved ones.  No report of casualties #prayformypaisons,[2]
768283474679599104,"EARTHQUAKE IN ROME, ITALY.... Magnitude 6.1... Limited information on damage, injuries https://t.co/Ed1dcQhkyW",[2]
768270334218891264,"Italy - Travel Alert - 6.2 magnitude earthquake struck near Perugia, no initial reports of damage or casualties #travelawareness",[2]
768273994789318658,"JUST IN: a 6.2 magnitude earthquake has struck central Italy, no immediate reports of damage",[2]
768269250284941312,"#earthquake #italy So far, there are no reports of damage in #Rome",[2]
768279918341795840,"6.1 magnitude quake hits NE of Rome, Italy. Early reports: no damage. But it hit 3:30am. Now hearing buildings damaged. Hope that's all.",[2]
768278352167698432,No immediate reports of damage after earthquake rattles Rome and central Italy. https://t.co/A3FPJU50Ze,[2]
768273421172109312,"DEVELOPING: 6.2-magnitude earthquake hits southeast of Norcia, Italy. Number of injuries or casualties unknown at this time.",[2]
768267504061906944,"Felt the #earthquake in #Rome. Heard walls creaking, light swinging, bed felt like a boat on water. No damage at my place. #scary",[2]
768279873970434049,"#Italy #Update Damaged buildings at #Norcia close to quake epicenter https://t.co/9FIMB8v8JS
https://t.co/9HQ86Y24zk Via @elisabettafaval",[2]
768282110310305792,"NBCNews - BREAKING: 6.2-magnitude earthquake rocks central Italy No damage or injuries were immediately reported,... https://t.co/Q2mOI3roM8",[2]
768278520657158145,Hearing reports that an #earthquake struck #Italy not too long ago - approx. 3:36 am local time. No word on injuries/damage.,[2]
768274591038832641,"#Terremoto, @RaiNews : per ora non segnalati danni - 
#earthquake, #Rainews24 : no damages reported
#USGS info: https://t.co/z0P1UskcRX",[2]
768276504409100288,BREAKING:  Earthquake w/ preliminary magnitude of 6.1 hits Rome &amp; Central Italy. No immediate reports of damage.  #FOX35,[2]
768279822573400064," Italy rocked by ~6.2m #earthquake: no reports of major damage, but grumbles @Corriere news does not mention it! https://t.co/Ohq1v4Ht1B",[2]
768278346534948864,Breaking: 6.1 magnitude earthquake shakes Umbria in Central Italy. Felt all the way to Rome. No immediate reports of damage. #news6,[2]
768294899779112964,"Early video of earthquake at@RaiNews shows damaged buildings in central Italy's Amatrice, Norcia https://t.co/jHonk0J21H",[2]
768285903462604800,A 6.2 magnitude #Earthquake is reported to have hit #Italy. May God help then recover. No deaths reported but extensive damage.,[2]
768298589009215492,"#Rieti -heartfelt hopes &amp; wishes. Earthquake rattles central Italy, buildings damaged, people trapped under rubble https://t.co/6HBD13Eido",[2]
768288295264612353,First news of injured and reported dead for #earthquake in #Italy #terremoto,[2]
768293653466931200,#italia #earthquake just listen the mayor of Amatrice in tears talking with #skynews Just now #Ansa confirm 2 casualties....,[2]
768285858298376192,"BBC News - Earthquake strikes central Italy https://t.co/NPGkfJeV9r


""There were no immediate reports of casualties""
",[2]
768301262773243904,"Retweeted Huffington Post (@HuffingtonPost):

Casualties and significant damage feared after strong earthquake... https://t.co/TIGNrYcBbT",[2]
768293059998126080,"""No damage to the Basilicas in Assisi"" these were heavily damaged in 1997's Umbrian earthquake.  https://t.co/mz1YOJxMBQ",[2]
768284857747111936,UPDATE: Reports emerging of damaged buildings and blackouts in central Italy magnitude after 6.1 earthquake hits. https://t.co/DhwIustup7,[2]
768291138994266112,There were no immediate reports of damage early Wednesday. https://t.co/qDtuUqNjjW,[2]
768287585701507072,"Italy quake leaves 5 dead, thousands homeless https://t.co/6HSWUD60K2 via @BostonGlobe",[2]
768293756072108032,RT Aniya_A: RT attn: #BREAKING: Magnitude 6.1 earthquake hits Rome and Central Italy; damaged buildings and blackouts reported.,[2]
768293005665169408,Residents in Rieti fled their homes and ran into the streets as the earthquake damaged buildings #Italy https://t.co/Ptzm2YKxu2,[2]
768293053199032321,"@TubaEv RT @lindner_yep32: Some photos of the grave damage in #Amatrice, caused by tonights #earthquake. No clear info on casualties (1/2)",[2]
768289451445411840,"6.1 Earthquake ROCKS ROME ITALY Significant Casualties Extensive Damage
https://t.co/NcTEpwKcHX
#ItalyEarthquake https://t.co/95T1F7qoVA",[2]
768292341434068994,"#BREAKING: Magnitude 6.1 earthquake shakes Rome and central Italy, damaging buildings https://t.co/c32cnZSdKn https://t.co/fuKEQIEwkX",[2]
768285423713988608,"Large Earthquake Strikes Central Italy https://t.co/vyHeiP1LID A bit more on that quake.Damage/casualties ""likely"" but not reported yet.",[2]
768303123416817664,"@CatiusciaMarini #umbria: now no #victims or #injured, #drones to check collapsed buildings #italy #earthquake",[2]
768298028558000130,"At least 2 dead in central #Italiy #earthquake, Rai News 24 reports.",[2]
768303493975113728,"#jobs #jobsearch # #Central Italy hit by 6.2-magnitude earthquake, injuries reported:  
           #ROMEA st... https://t.co/fCaksYzF4b",[2]
768300745221210117,#worried Mayor Pirozzi of Amatrice 12 town no longer existsEarthquakes Cause Substantial Damage in Central #Italy https://t.co/rAbJRV6mbX,[2]
768301080954347520,Earthquakes Cause Substantial Damage in Central Italy https://t.co/JtG302LYeE What's happening in Italy? No accurate reports yet. #Italy,[2]
768294688495329281,"#Italy #Latest At least two killed by 6.0 quake, several injured, trapped on wreckage in #Amatrice #Norcia #ArquataDelTronto #Illica",[2]
768285191110438912,6.2 Earthquake Hits Central Italy: The earthquake struck early Wednesday morning. No injuries have been reported. https://t.co/SC78hNSpqN,[2]
768300432661766144,"Italy: Major 6.4 earthquake has been felt in Rome, buildings damaged and injuries reported. #inl",[2]
768285718665756672,#BREAKING-- #ITALY: Wounded &amp; Damaged Buildings Following 6.0 #Earthquake Rocks Heart Of The Country https://t.co/XIOPWzhLcL #BreakingNews,[2]
768301838214934529,"UPDATE: Reports of damaged buildings, blackouts, residents fleeing homes near epicenter of 6.1 Italy quake. https://t.co/puTfd1NzWZ",[2]
768292470178193413,"Experts say, Although the extent of damage and injuries was not immediately clear, the earthquake could be devastating. #CNN #Italy",[2]
768286240613421056,"5 years after the VA quake Italy is shaking. Reports of damage in central Italy, building collapse, blackouts. Scary https://t.co/Uuuury611q",[2]
768293929888260096,@Tseit2times @CiciUzzle it didn't do no fuckin damage...... It's not a disaster just an earthquake https://t.co/gQRB2RSPkG,[2]
768285187851554816,"@ebro75 @lori50207495 ....All right !!! The earthquake occurred in the area of Rome, no serious damage .Thanks !!!",[2]
768298266333028352,BREAKING NEWS:Two people confirmed dead in #Italian #earthquake so far.,[2]
768294267261366274,First 2 deads a confirmed #earthquake #italy,[2]
768291351725080576,"Two people died in #Arquata del Tronto (25km from #Amatrice). ANSA confirmed the news
#earthquake #terremoto",[2]
768291777170186240,"105.9 SEASIDE-FM News - BREAKING Earthquake rattles central Italy, buildings damaged, people trapped under... https://t.co/Ayn0RPkIep",[2]
768292737732882432,"Italian news agency ANSA reported that there were damages to buildings in Ascoli Piceno, a town east of Norcia. #Italy #CNN #Earthquake",[2]
768301755851354112,"No damage or injuries were immediately reported, but the U.S. Geological Survey said the... https://t.co/r0IeUMjm7M",[2]
768293804394754052,"Guardian reporting major earthquake near Rome, 6.2 casualties unknown",[2]
768302125747011589,"Central Italy hit by 6.2-magnitude earthquake, injuries reported: A strong earthquake hit a mountainous area ... https://t.co/2C1r6R8ueO",[2]
768291126994317312,"""USGS estimated that significant casualties are likely...economic loss could be extensive. #earthquake #Italy @CNN https://t.co/KyT6Y5einZ",[2]
768299963587502080,"#PrayForItaly I just notice right now that was a severe earthquake that affected 4 regions,2 deads &amp; lots of injuried? I hope ppl get safe.",[2]
768289956338937856,Magnitude 6.1 Quake Rattles Rome and Central Italy - There were no immediate reports of damage early Wednesday. https://t.co/cDXL4v8t2D,[2]
768285679109275648,"#Italy earthquake: Heavy damage in Amatrice, buildings collapse, many trapped https://t.co/sK45HPESbg https://t.co/qlqiOsJLoy",[2]
768286983718248448,"Daunting News: An earthquake killed at least 15 people in northern Italy, damaging Buildings.",[2]
768289486161612800,Major Quake (6.2) Strikes Central Italy With Reports Of Significant Damage. Some Villages With People Trapped. https://t.co/DQTalnDNnV,[2]
768301158205038593,"6.2 quake strikes #Italy, strongly felt in #Rome
6dead , several injured , Pray for #italy",[2]
768295181980307456,"Central Italy hit by 6.2-magnitude earthquake, injuries reported - Tue, 23 Aug 2016 PST https://t.co/SvzARqmJib",[2]
768294500749848576,Photos coming in on #Twitter show buildings badly damaged in the #earthquake in #Italy. Officials say many trapped in rubble.,[2]
768286147692814336,DTN Mongolia: Italy quake: Wounded and damaged buildings following 6.0 magnitude tremor which rocked heart of... https://t.co/cDvPgYOG1E,[2]
768291451515969536,"6.2 earthquake hit north of #Rome.Ppl trapped under structural damage, no other details yet re casualties. RT https://t.co/90Yz8i1lFg",[2]
768290190372679680,No good news....this earthquake has done a lot of damage...  feeling worried,[2]
768285620728844288,#Italy #Earthquake: Buildings in Umbria and Marche have been damaged and some have collapsed in Accumoli and Amatrice. - via thetelegraph,[2]
768300800107872259,#earthquake in #Italy close to #Rome . #death toll uncertain. People under #rubble. Buildings collapsed,[2]
768289323460485121,Fr Fortunato OFM reports no #earthquake damage to basilicas in Assisi.,[2]
768303365382037507,"Severe damage was reported in Amatrice, where Mayor Sergio Pirozzi said, Half the town no longer exists. https://t.co/au0Cu5MRyQ",[2]
768293065450631168,#Earthquake of magnitude 6.2 hits central Italy and another after shock of 5.2. Grave damage in the city of Rome. Hope not much casualties,[2]
768291859739254786,@CiciUzzle LMAOOOOO mutha fucka you from Virginia ain't no damage earthquake do shit to no damn Virginia ,[2]
768287371217477632,@TomTwitch91 pretty bad here but the city was traumatized by a really bad earthquake in 2009. People scared in the streets but no damages,[2]
768292521046716420,#Breaking: The USGS estimated that significant casualties are likely and that economic loss could be extensive. #CNN #Italy #Earthquake,[2]
768300972971954176,Multiple casualties being reporting after a 6.2 magnitude earthquake rocks Italy.,[2]
768295083183439873,Photo of damage from tonight's #earthquake in #Amatrice. Rigid buildings are more likely to collapse during quakes. https://t.co/Xdk6T6WEAQ,[2]
768288095779164162,"Mayor of Amatrice Italy (pop 2700) says the town ""no longer exists"" following 6.2 earthquake two hours ago. https://t.co/WC8r0xzahm",[2]
768288893221216256,Injuries now reported in Ascoli Piceno. #Italy #earthquake,[2]
768296388933267456,"Strong earthquake in Lazio and Umbria, many aftershocks; there are building collapses and casualties. #terremoto https://t.co/tArnBBAw3f",[2]
768291816957288448,"#Italy #Breaking First two victims   reported at Arquata del Tronto, several injured near 6.0 quake epicenter. https://t.co/jgrrcLMWm9",[2]
768290163361394688,"(The Globe and Mail):#Earthquake shakes central #Italy, knocking out power and damaging buildings : A.. https://t.co/Ia9laOVVps",[2]
768286942865666048,Collapsed buildings and rubble after earthquake in Italy. https://t.co/CNTGCdn6Qy,[2]
768289763774255104,"MCTN Magnitude 6.1 quake rattles Rome, central Italy:  There were no immediate reports of damage early today,... https://t.co/nIrWkHEvOO",[2]
768286977389006848,"Fears of mass casualties in central Italy after 6.2 magnitude earthquake.

#Pakistan #BreakingNews",[2]
768290390453555200,@CastleMonterone Heard about the #Norcia #earthquake Hoping everyone is safe &amp; no damage was sustained #bestwishes https://t.co/XRVBfKewBl,[2]
768297782725664768,"(The Star):#Central #Italy hit by 6.2-magnitude earthquake, injuries reported : The mayor.. https://t.co/e7hCwkLjEM https://t.co/YFYCmCjbyw",[2]
768293323119276036,"#BREAKING, update: First reports of fatalities coming out of #Italy. Unconfirmed two dead in Arquata del Tronto. #earthquake",[2]
768294863586463744,Earthquake italy: USGS issues RED ALERT for 'significant' casualties #terremoto #amatrice https://t.co/NDBLLvyirI https://t.co/uyZaFFV9tF,[2]
768285969753661445,#Italy #Earthquake: Buildings in Ascoli Piceno and Norcia are damaged. - via thetelegraph,[2]
768299332558737408,"Magnitude 6.1 #earthquake  hit central Italy. Damaged buildings, blackouts near Rieti https://t.co/4QTKoxScHm https://t.co/CMo0HusHCg",[2]
768300437032226816,RT_com: Significant casualties' likely to occur in Central #Italy - #USGS graphics https://t.co/sHgei38mQt #Italy... https://t.co/OVlyISFIhP,[2]
768297134437183489,#Italy #Update Quake damages road in #Norcia but no deaths or seriously injured in town acc local mayor. https://t.co/uLBput2tRm,[2]
768302875604692992,6.2 magnitude earthquake strikes Italy; no casualties reported via /r/worldnews https://t.co/RmLOFubEkR,[2]
768296592948404227,"Strong 6.0+ earthquake hits central Italy, shocks felt in Rome. Communication shut down, casualties unknown:( https://t.co/IQWfUpl6dP",[2]
768299824416370688,At least 6 dead in central Italy as earthquake devastates town.,[2]
768291013810982912,Devastating earthquake in Italy. Villages DESTROYED and heavy casualties expected. Full story here: https://t.co/5srXnLBQXS #terremoto,[2]
768289796796002308,6.2 magnitute earthquake in central Italy. It's powerful earthquake. Most of building is very damaged. Pray for italy people.,[2]
768300706113597440,"Reportedly at least 2 killed w/many injured after magnitude 6.0 earthquake #Amatrice #Italy
People still trapped https://t.co/Hx9CurAlYq",[2]
