idx,tweets,labels
592341643623272450,UPDATE: We're now sending 8 teams to Nepal including highly skilled emergency surgical teams. #NepalEarthquake http://t.co/GpsoYhjhcI,"[2, 5]"
592341962667130880,"Nepal needs drinking water and fuel , food. hope India takes care. @Pmoindia",[1]
592342067033939970,"#Nepal isn't begging for food or water today, they are begging for body bags. I can't even imagine how horrific it is. #NepalEarthquake",[1]
592342335406505987,"Team in #Nepal is telling us - We have relief supplies, shelter kits, household and hygiene items for approximately 2,000 households.",[0]
592342464179998721,"@ggiittiikkaa @bpuand @amitsurg Good.
. Please volunteers as a medical team will be leaving for Nepal within a week. Contact @amitsurg .",[2]
592342866782855169,"Delhi govt sending 25,000 packets of food and 25,000 pouches of drinking water as immediate relief to #Nepal #NepalEarthquake
@mail_today",[5]
592343977572966400,"Urgent need of  analgesic,antibiotics, betadiene, swabs in kathmandu!! Call for help 9851166044  #earthquake #Nepal #KTM @BloodDonorsIn",[3]
592344097743998976,All 7 Gorkha Regiments of Indian Army to send Nepali Gorkha jawans to #Nepal with medical ofcrs to assist op #NepalEarthquake,[2]
592344251528126465,@MEAIndia @MEAcontrolroom got in touch with General Anurag who will help sending medical aid across to Nepal.,[2]
592345106625232896,"Delhi Government to Send Food Packets, Drinking Water to Nepal http://t.co/c7yDHwJg4m #IndiaNews ndtv AcheDinAaneWale","[0, 5]"
592345114577653760,"3Novices:Delhi Government to Send Food Packets, Drinking Water to Nepal http://t.co/ZfAUobaO4U Delhi Government has decided to send 25,00",[5]
592346324286050305,"Women, children sleeping in open ground at Koat Bazaar, Sitamarhi fearing #earthquake without argmnt of water,food. http://t.co/G9FrG68ddm","[1, 4]"
592346465340559360,"India dispatched 13 military aircraft to Nepal loaded with tonnes of food, blankets and other aid, stepping up relief efforts",[0]
592346586946080768,"Welcome step...#Respect..#DelhiGovt to Send Food Packets, Drinking Water to Nepal http://t.co/aKjAj7MoGH #NepalEarthquake",[0]
592346935626838016,"Delhi Govt has decided to send 25,000 packets of food and 25,000 pouches of drinking water as immediate relief for the people in Nepal",[5]
592347242490540034,"#Nepal: Nepal: Sri Lanka sends medical teams, rescue units to Nepal http://t.co/RXDHDAU2hh #crisismanagement","[2, 5]"
592347374044852224,@yogrishiramdev donating blood in #NepalEarthquake running food camp for people of nepal. @aajtak,"[0, 2, 5]"
592348644491202560,"#NepalEarthquake Volunteers of Art of Living-Nepal, conduct blood donation drives at Dir Hospital in Kathmandu. http://t.co/Nm2cmU6w3K",[5]
592348809927102465,@BBCBreaking Nepal urgently needs tent/food/medicine/doctors-24 hrs past UK still thinking about $-india sent tones of relief with in hours,"[1, 3]"
592349024574840834,"99% of people in Kathmandu are out in the cold streets without food, water, electricity or connectivity.
#help #Nepal #NepalEarthquake","[1, 4, 6]"
592349610988843008,#UPCM @yadavakhilesh to send a team of specialist doctors from KGMU to Nepal for first-aid medical operations.,"[0, 2]"
592349624666427392,"#UPCM @yadavakhilesh sends 21 trucks of mineral water, biscuits &amp; medicines to #Nepal.","[0, 5]"
592349728324521984,1st lot of 16000 Food packets Has already been dispatched to Nepal by @derasachasauda #MSGHelpEarthquakeVictims,[0]
592349969497116672,"A team of doctors leaving for Nepal from King George Medical College via Gorakhpur.

By Samajwadi Party http://t.co/s5dvYrsoGB","[2, 4, 5]"
592350761213825024,18 Medical Teams being deployed in Nepal including 6 teams which have already reached: Indian Army #NepalEarthquake http://t.co/7zLEUnAUpE,[2]
592350787847659521,"Emergency Hospital on Roadside
#Kathmandu #Earthquake Nepal
. http://t.co/kVvQJwdCc9",[6]
592352765415817216,"India sends 22 tonnes of food, 50 tonnes of water, 2 tonnes of medical supplies, 10 tonnes of blankets to neighbour Nepal #NepalQuake #cnn","[0, 2, 5]"
592353790520528896,"Delhi government to send food packets, drinking water to Nepal: Delhi Government has decided to send 25,000 pa... http://t.co/PlCJaEC725",[5]
592354130267504640,Israel is prepared to assist in searching for the missing &amp; w/ medical care to the injured in #Nepal. http://t.co/evtMbZoZkR #IsraelinNepal:,[2]
592354706619437056,"Tarp had more than 15 ppl, 5 men rest women girls infants.Got food from canteen near Bir Hospital @kashishds #Nepal http://t.co/9E4Mk0JvY6",[0]
592355054323019776,can anyone we know pick the 2000 second hand tents from Sunauli and distribute it to the people in need in Nepal? #NepalQuake,"[0, 1, 4]"
592355188909875200,"""No electricity, inverter gone, no water to drink"" he says. ""And now rain."" #nepal #heartbreak","[1, 6]"
592355806160420865,India is doing commendable job in Nepal by sending DMRF and Field Ambulance units for assisting the effected people.,"[0, 2, 5]"
592355847121936384,"@PMOIndia people of Nepal waiting for more help. Please send more help at the earliest.they need blood, Medicean, water and food packet.","[1, 3]"
592356323443875840,India rushes 13 military aircraft with aid to Nepal: India on Sunday dispatched 13 military aircraft to Nepal loaded with tonnes of f...,[5]
592356399776079872,India sends 34 member medical team to Nepal to aid #NepalQuake survivors,[2]
592356425214492672,#MSGHelpEarthquakeVictims Dera Sacha Sauda dispatched 16000 food packages for Nepal as requested by PMO,"[0, 5]"
592356570421268480,"#MSGHelpEarthquakeVictims This is India . Phone line free, food , medicine , green s(dera sacha sauda) , ndrf wrking together to help Nepal",[0]
592357299601027072,"We need your donation to get immediate food assistance to victims of the #NepalQuake 

http://t.co/lZ3eZPUiM5 http://t.co/lCZ3TOjBiz",[1]
592358567560122369,"Hope for no rain. ""@nytimesworld: Nepal quake victims sleeping outside. Water, food scarce: http://t.co/LtKpWttXYx http://t.co/e502wAnhzI""",[1]
592358725773430785,"Delhi Government to Send Food Packets, Drinking Water to Nepal: Delhi Government has http://t.co/v8Vy9bH7uc SPS","[0, 5]"
592361115926966272,India rushes 13 military aircraft with aid to Nepal: India on Sunday dispatched 13 military http://t.co/O5ZbBVm1xx,[5]
592361295686471680,Indian Army has deployed 18 Medical Teams earmarked. 6 Medical Teams  have reached &amp; deployed while the rest are on standby #earthquake,"[2, 5]"
592361423352696832,Health Ministry has  rushed 15 tonnes of  medicines to Nepal today .The Ministry has also  sent  a 34 member medical team,"[0, 2, 5]"
592361513127555073,"@taneja_r As per the req. raised by @PMOIndia
First lot of 16000 packed food has already been
dispatched to Nepal in mrng by @derasachasauda",[5]
592361610045362176,#MSGHelpEarthquakeVictims Efforts of Dera Sacha Sauda Green S Force are truly appreciable. 16000 food packages mobilized to Nepal,[0]
592362464601182208,"MSF sending 8 teams to assist victims of the #Nepal #earthquake, including highly skilled emergency surgical teams http://t.co/BGVDeOs8gt","[0, 2, 5]"
592362781665468416,"Nepal: urgent messages for expertise in disaster management, including, eg, cardiothoracic surgery. Collapse in command/control in health.",[3]
592363268330680321,"DSGMC To Send 25,000 Food Packets Daily to Nepal For Relief Efforts. United Sikhs and Khalsa Aid Groups Head to... http://t.co/tCw441QovP",[5]
592363638003867648,".@CARE plans to assist up to 75,000 people in Nepal w/ temporary shelters, meals, water purification + latrine construction. #NepalQuake","[0, 5]"
592363731067219969,"Blood donation Drive tomorrow Also
Siliguri Come forward And Help Nepal

#SiliguriforNepal

Blood donation camp... http://t.co/AEhOrDJmmd",[0]
592363814370222080,"Relief Centres established for Maldivians in Nepal at various locations by Maldives Hon Consul in Nepal. Food,water&amp; medical team on standby","[0, 2, 4, 5]"
592363863720333312,"Indian Railways has sent 1,00,000
water bottles to Nepal.
#Earthquake","[0, 5]"
592364546032930816,"My friend from nepal msgd that.huge scarcity of tents,food.lot more needed to be done on grnd in nepal",[1]
592366584854786048,"50 tonnes of water sent to #Nepal via #IndianAirForce.
 #NepalEarthquake","[0, 5]"
592367062657343488,Medical Team of 47 from KGMU with 23 doctors going to Nepal for relief operations. http://t.co/iA36v8ZMPH,"[2, 5]"
592367918131871744,"RT nytimes ""RT nytimesworld: Earthquake victims sleeping outside in Nepal, water and food are scarce.  Live update http://t.co/ajEkw5UvFz""",[1]
592368286785884161,Al 7 Gorkha Regiments of Ind Army 2 send Nepali Gorkha jawans 2 Nepal wid medical officers 2 assist operations @adgpi http://t.co/X60ATxgkZN,[2]
592369004620066816,"SGPC will be sending food packets for the earthquake victims in Nepal, Approximately 25000 food packets to be sent daily Satnaam Wahe Guru !",[5]
592370226789908482,"Delhi govt to send food packets, drinking water to Nepal - Zee News: NDTVDelhi govt to send food packets, drin... http://t.co/DyG5U0C48z",[0]
592370309757435904,"Latest : Delhi govt to send food packets, drinking water to Nepal - Zee News: NDTVDelhi govt to se... http://t.co/MeloMRsh06 #IndianNews",[0]
592370464355262464,@tajinderbagga: All 7 Gorkha Regiments of IndianArmy to send Nepali Gorkha jawans 2 #Nepal with medical officers 2 assist operations.,[2]
592370576158642176,"#NepalEarthquake Shiromani Gurdwara Parbandhak Committee (SGPC) to send food, relief material to Nepal.  http://t.co/WEDZmSJeLK (ANI)",[0]
592370709243899904,Nepal govt has asked India for help with respect to rescue &amp;  medical teams.  #MSGHelpEarthquakeVictims http://t.co/VEnxTcFZlh,[3]
592370905885605889,"Mobile hospital, Food, Water,drugs blankets, Doctors being sent to nepal by @derasachasauda #MSGHelpEarthquakeVictims","[0, 2, 5]"
592371475799146496,Latest update: First Gurkha troops from Queens Gurkha Engineer battalion to be deployed to Nepal for humanitarian aid! #helpnepal #Gurkhas,[0]
592371734801580032,"#MSGHelpEarthquakeVictims Dera Sacha Sauda rushed food to Nepal today, 2000 volunteers and 50 trucks lined  to leave after #MSG call!",[5]
592372381047332864,"#MSGHelpEarthquakeVictims As requested by PMO, India, first lot of food dispatched today morning by DSS to Nepal that includes 16000 packets",[5]
592372482159431680,#MSGHelpEarthquakeVictims  Helpline Numbers in Nepal Bishal Bazaar Ambulance service: +9774244121 Red cross ambulance service: +9774228094,"[0, 2, 4]"
592372631187238913,"Immediate health needs in #Nepal, acc. to WHO:

Medical tent ( 50 bed capacity): 100
Surgical Kits: 50 
IEHK: 20 kits
Body bags: 1000","[1, 3]"
592372743200354306,RT @KanakManiDixit: Blood donations apparently shortage of certain types. Please call Dr Manita at 98510-84500 at Nepal Red Cross Blood Bank,[3]
592372761378430977,"25000 packet of food, 25000 water pouches will be sent by Delhi govt. to earthquake hit Nepal .Proud of AAP govt.","[0, 5]"
592372761890140160,"Gujarat govt to send 25,000 food packets to Nepal: Gujarat government in cooperation with citize... http://t.co/ESvlfHyk1b Gujarat Times",[5]
592372840042639360,"Nepal Red Cross blood bank does not have a line, much to my relief. Yet, requires proper documentation to buy blood- even at this time.","[2, 5]"
592373031063785472,A team of doctors leaving Nepal from King George medical college via Gorakhpur. http://t.co/l7E2aulthl,"[2, 4]"
592373593394323459,"#Nepal's hospitals are overwhelmed so UNICEF has delivered drugs, medical and surgical equipment and emergency tents to expand treatment.","[0, 2, 5]"
592374969067143168,"Spoke to my brother in #Nepal. Urgent need clearly water, food and shelter.
Rain coming down and aftershocks continuing #NepalEarthquake",[1]
592374976390438912,"Nepal PM Koirala Requests Citizens to Donate Blood 
Read: http://t.co/9TngJxuwCL",[3]
592375107860996097,"Delhi govt to send food packets, drinking water to Nepal - Zee News: Delhi govt to send food http://t.co/kPlUGjG5aS",[0]
592375699178029056,@Gurmeetramrahim its true staint sent 16000 of food packets to nepal for victims. #MSGHelpEarthquakeVictims,[0]
592375842849759234,"@Gurmeetramrahim #MSGHelpEarthquakeVictims 
As always MSG helping victims.16000 food packets nd medical help ll b send in Nepal by tomorrow",[0]
592376177186091008,"@kiran_patniak Now #Delhi Govt is sending 25,000 packets of food &amp; 25,000 pouches of drinking water to Nepal.",[0]
592376200070324225,RT adgpi: All 7 Gorkha Regts planning to send Nepali Gorkha Jawans to Nepal with Medical Officers to further assist the operations. #NepalE,[2]
592376974934310912,Very much shortage of food packet in Nepal as per timesnow news report. Hope @RSSorg already started to serve the people. @DattaHosabale,[1]
592376977329299457,"Tents, food, water, sanitation, medicine - need of the hour in #Nepal. #EarthquakeAgain #earthquake","[1, 3]"
592377039522430976,"AAP Govt to send 25,000 packets of food and drinking water as immediate relief for the people of earth quake-hit Nepal #IndiaWithNepal","[0, 4, 5]"
592377841251012608,"@aboutGandhi #MSGHelpEarthquakeVictims 
2000 Volunteers of @derasachasauda will go to Nepal with Food, Medicines, Clothes, Water etc","[0, 5]"
592378023556448256,Nepal PM Requests Citizens to Donate Blood | http://t.co/y9xXvMWG27 | Outlook Wires,[3]
592378065809846273,"@aboutGandhi #MSGHelpEarthquakeVictims 
Dera Sacha Sauda mobilized 16000 food Packages to Nepal. 
@Gurmeetramrahim",[0]
592378624726052864,"Update from #Kathmandu: Fresh tremors; situation's getting worse. Electricity; water, nothing back yet.
#NepalEarthquake #Nepal",[6]
592379078344249344,"Salute Sikh community ... SGPC will send 25000 food packets daily to Nepal 
#IndiaWithNepal","[0, 5]"
592379281008820224,"WHO handed over 4 emergency health kits of meds &amp; med supplies,USD 175k to the Min of Health #Nepal #NepalEarthquake https://t.co/wmkDXwW9pC","[2, 4, 5]"
592379318744981505,"Bhutan joins the Nepal relief operations with 31 member medical team of surgeons, nurses and technicians upon the Royal command of the King.","[0, 2, 5]"
592379481731375104,"@Asli_Jacqueline fans Nepal Pple desperate 4 food,medicine,shelter frm #Nepalearthquake .At least 1,900 people r dead http://t.co/LQzwosPQen",[1]
592379519350087681,"India's big effort for relief &amp; rescue in Nepal-13 planes load of stuff-medicines, water, blankets, tents, food. Ten choppers, 10 NDRF teams","[0, 2, 5]"
592379576581402624,"Delhi Sikh Gurudwara Management will send 25,000 food packets daily to #Nepal 

#NepalEarthquake.
#EarthquakeAgain.",[5]
592379594310692864,"SGPC to Send 100,000 Parshade with 20,000 Food Packets to Nepal Immediately http://t.co/Gq1Bk67tr7",[0]
592379737198055424,"#IDF mission to #Nepal to depart at 2230 this evening. 260 strong medical, Search &amp; Rescue &amp; a full field hospital http://t.co/tlXwbvYdx4","[2, 5]"
592379938793095168,"#MSGHelpEarthquakeVictims
16000packed food hs alrdy been dispatched to Nepal by @Gurmeetramrahim g,although demand ws of 10000packs of food","[0, 5]"
592380080636104704,"Indian Army Medical Team
Medical equipment being loaded onto an IAF C-17 earlier today, sent to Nepal.","[0, 2]"
592380476427468800,Ambulance and Police Emergency Helpline numbers in nepal. http://t.co/qSOvFir482,[2]
592381240247914496,"As requester by PMO, India, 1st lot of food dispatched on 26th April to Nepal by @derasachasauda @Gurmeetramrahim #MSGHelpEarthquakeVictims",[0]
592381687478235136,"Over 260 Israeli aid-workers, full field hospital are en-route 2 #Nepal
@RaoulWootliff reports http://t.co/Yb8bEF6nSC http://t.co/xkgngEdV28","[0, 2, 5]"
592381779849314304,"Contribute Food, water, medicines, shelters, sanitation and basic relief materials needed for #NepalEarthquakerelief http://t.co/vghe1NkGOS","[0, 1, 3]"
592382428603252736,A medical team will be leaving for Nepal within a week. Please volunteer. Contact @amitsurg . Let's do it!,[2]
592382796355604481,@jhyal 50 thousand water bottle has been dispatched by Indian Railway to Nepal.,"[0, 5]"
592383521697628160,18 Medical Teams being deployed in #Nepal incl. 6 teams which have already reached #OperationMaitri #NepalEarthquake http://t.co/ikoT1O4Zyy,[2]
592385185368276992,"@trvivek Yes. our NGO pushed one force ambulance in action yesterday, it crossed Guj-Raj border today. will reach Nepal on 1st may..",[2]
592386331898052609,"While Sikh groups send 25k food packets to #Nepal &amp; IAF,NDRF work overtime,RSS milks a tragedy 4 it's PR!shame. http://t.co/5itlLQR0Pm",[5]
592386421630967808,"Operation Maitri in full swing
PM @narendramodi : We will wipe Nepal's tears
Food,Medical Aid reaches Nepal http://t.co/YBocCZJ0H1",[0]
592386580259610624,"We all donated blood,our counters offering food, water.Our tent/toilets useful to sufferers:Baba Ramdev in Nepal(ANI) http://t.co/4okLXC9cKN","[0, 5]"
592386663768203265,"How to help: Oxfam is in Nepal, helping distribute supplies to earthquake survivors. To donate to their efforts: http://t.co/kVF3SEp1Px",[5]
592387266502266880,"@Harry_Styles Thank you for tweeting this. Please donate food, money, blankets, water to NEPAL. We need you today. # prayfornepal",[1]
592387366448312320,"Rajasthan CM announces 10000 relief kits with food packets, plastic sheets,medicines, water bottles &amp; blankets to be sent to Nepal. #JaiHind","[0, 2, 5]"
592388014938005504,#Bhutan 's small but not small enough to not be able to help our neighbour. His Majesty sends 52 member team with medical staff to #Nepal. ,[2]
592388575934611456,#ArtofLiving Nepal Centre providing shelter to 100's of ppl. Volunteers providing food&amp; water #NepalEarthquakeRelief http://t.co/NAjTsm6gbV,"[0, 5]"
592389040147542017,"Kudos DealhiGovt ! ""Delhi to send food packets, drinking water to Nepal - The Economic Times - http://t.co/3F2LBMzx8t  "" @muntaziraapka",[0]
592389454045655040,"Colleagues in Nepal: acute need for orthopaedic surgeons and cardiothoracic surgeons, trauma specialists #NepalQuakeRelief @InCrisisRelief","[1, 3]"
592389952530350080,"Kathmandu alone is not #Nepal,they need help outside Valley aswell.Whr people hv no facilities like Internet,etc#HelpNepal #NepalEarthquake","[1, 6]"
592390023326011395,"@InCrisisRelief Any location for shelter near Lainchour Marg, Kathmandu 44600, Nepal would be greatly appreciated.",[4]
592390065281585154,"#MSGHelpEarthquakeVictims 
As per the requirements raised by government, 16000 packed food has already been dispatched to Nepal by Pita ji.",[0]
592391063874064384,"Aftershocks, rain, lack of shelter and fears in Nepal that water and power will run out. http://t.co/8BCXwU9TbP http://t.co/YSM6YWSYVz",[1]
592391743124832256,"We dont need money All we need is food,water N Medicine ,Help My people of Nepal,instead of donating money help them by sending those aids","[1, 3]"
592392312849739776,"#AOL Nepal Centre is converted into a rescue shelter,sheltering 100's of ppl where volunteers r providing food,water http://t.co/43pAJEf8jj",[0]
592392698125946880,we can make food packets and send it to nepal 4 this logistics help required can govt help 4 this @anandibenpatel @MEAcontrolroom @MEAIndia,[0]
592392763263426560,"Delhi Govt 2 send 25k Food Packets, 25k bottles Drinking Water to Nepal immediately. AK talks n assures more help.Thx http://t.co/axOGEJpKDq",[0]
592393013843795968,"India 10 NDRF teams, 400 ppl, in Nepal r equipped with sniffer dogs, steel&amp; concrete cutters, sensors to detect dead/alive, first aid etc.",[5]
592393075189657600,#ArtOfLiving centre in Nepal providing food relief and shelter Organising Blood Donation. http://t.co/IHDwdwS0sk #IndiaWithNepal,"[0, 4]"
592393244136185856,All 7 Gorkha Regiments of IndianArmy to send Nepali Gorkha jawans 2 #Nepal with medical officers 2 assist operations.,[2]
592393472839196672,"We are collecting Medicines, Tents, Water Bottles , Biscuit Packets, for Nepal. We are sending all matterial with... http://t.co/jJTZm0j6FN",[0]
592393539985608704,"A medical team from Karnataka will leave 2 Nepal early morning tomorrow - 27th April 5.30 AM. from my Residence office Jayamahal, Bangalore.",[2]
592393742767628288,"Rajasthan CM announces 10,000 relief kits including food packets, plastic sheets, medicines, water bottles &amp; blankets to be sent to Nepal","[0, 2, 5]"
592394042253516800,"Hindu humanitarian group ISKCON Nepal sets Medical camps, Rescue teams &amp; Food for life for #NepalQuakeRelief  http://t.co/zoMgnHczUw",[2]
592394238320447488,"As per the requirements raised by PMO,First lot of 16000 packed food has been sent to Nepal in the mrng under @Gurmeetramrahim ji's guidance","[0, 5]"
592394606827819008,THT - Hospitals may face shortage of oxygen medicine http://t.co/KUm8Wwp83N,"[1, 3]"
592394729469317120,"In the news: 20,000 RSS volunteers sent for rescue work in Nepal. Hope they carry their food, water and toilet.","[0, 5]"
592394809332998144,"39 NDRF team from India, 2 dogs and 3 tonnes equipment handed over to Nepal Army for rescue operations @meaindia @pmoindia #nepalearthquake",[5]
592394851196403712,"Ramdevs health camp turns relief camp, blood donation drive &amp; 2 adopt 500 orphans &gt;https://t.co/7h87aLOluK&lt; #Nepal http://t.co/nQRrRCCCpR",[5]
592394905571307520,"Art of Living Nepal Centre is converted into a rescue shelter, sheltering 100's of people where volunteers are providing food and water.","[0, 5]"
592395138988539904,"20,000 RSS personnel with much needed medical supplies and other help the first to reach earthquake damaged zones in #NepalEarthquake",[2]
592473110135214080,"@dohanews
#Qatar Redcross has sent 50,000 sets of tents for quake victims. Evening drizzle adds to victims woes. #Earthquake_In_Nepal","[0, 5]"
592478202473287680,"Yogi Adityanath: #earthquake affected can take shelter in Gorakshnath Temple, accommodation, food, medical help at Gorakhsnath Hospital.","[0, 2, 4]"
592486865535520768,Distributing food in Tudikhel - Relief work for Nepal #earthquake by #ArtofLiving @SriSri  https://t.co/HbHT4x7umU,"[0, 4, 5]"
592503079871741952,"Earthquake in #Nepal
Golden Temple send 1 lac and Delhi Gurdwaras send 25k meals daily.

Those who share sardar jokes,please share this too",[0]
592505057553326080,"For Rescue and Relief - During earthquake following is types of people needed 
 Skilled rescuer, Doctors,... http://t.co/28rELvZskC",[1]
592511396564357121,"Earthquake in 
Nepal 

GOLDEN  TEMPLE 
to send 1 Lakh
and 
Delhi  GURUDWARA's
to send 25-K 
meals  DAILY... http://t.co/ANkLuX9Zh9",[0]
592513064617922561,#SriLanka #Army #Navy #AirForce and civil #Medical team sent to #Kathmandu #Nepal for #earthquake relief on Sunday. http://t.co/l3qdnwEiuK,[2]
592513072801054720,"Dear rescue team, we have run out of supplies including water, food &amp; tents at this location 273926N  851836E #earthquake #NepalQuake","[1, 4]"
592514495890608128,"SGPC will be sending food packets for the earthquake victims in Nepal, Approximately 25000 food packets to be sent daily Satnaam Wahe Guru !",[0]
592517115875168256,"Earthquake in Nepal.
Golden Temple to send 1 lac and Delhi Gurdwaras to send 25 k meals daily.
Those who share... http://t.co/lFU1df82eQ",[0]
592517202965725185,thousands people are waiting for food n drinking Water in open space after earthquake plz help them  @USAIDNepal @BBCNewsAsia @CNN,[1]
592517461536350208,The RSS is all set to help in relief and rescue operations in earthquake-hit Nepal with its senior leaders... http://t.co/iPBFTKFTbY,[5]
592518203609370624,"Earthquake in Nepal.
Golden Temple to send 1 lakh and Delhi
Gurdwaras to send 25000 meals daily.
Those who share sardar jokes, please RT",[0]
592518313344835584,"Government has rescued 1417 Indians from quake-hit Nepal so far: @MEAIndia 

#NepalEarthquake #Earthquake",[5]
592520896364949505,"Earthquake in Nepal.Golden Temple to send 1lac and Delhi Gurdwaras to send 25k meals daily
Those who share sardarjokes,please share this too",[0]
592521218407858176,I appeal every one to donate blood for the injured in earthquake in India &amp; Nepal http://t.co/yIMPr913nL,[3]
592523979874697216,"Nepal Earthquake: Army Rescues 61, Recovers 19 Bodies At Everest Base Camp: http://t.co/eFjHmTpRlt via @YouTube",[5]
592524826415206400,ISKCON Katmandu Distributes Food to the Earthquake Victims http://t.co/Vh4jq4pkzO http://t.co/MvtMevXT1N,[5]
592525041876783104,"Earthquake in Nepal.

Golden Temple to send 1lac and Delhi Gurdwaras to send 25k meals daily.

Those who share... http://t.co/ksdhOeZYZq",[0]
592526495802925056,Nepal earthquake: Survivors fight for food in Kathmandu: http://t.co/2p11FPzW2H via @YouTube,[1]
592526595774021632,"CRIMES WARRIOR BREAKING
AFTER EARTHQUAKE TOP REQUIREMENT OF NEPAL
FOOD, WATER, BLANKET, MEDICINE, TENT
NEPAL EMBASSY OFFICIALS IN INDIA","[1, 3]"
592527731327401984,"Gujarat ready to send medical teams,structural eng having experience of post-earthquake work http://t.co/yl8muSvULM http://t.co/Kmtso1ZhRJ",[2]
592529185588948993,"Golden Temple to send 1 lac and Delhi Gurdwaras to send 25 k meals daily. Those who share sardar jokes, note this. #Respect #earthquake",[0]
592529670836355072,"Dear rescue team, we have run out of supplies including water, food &amp; tents at this location 273926N  851836E #earthquake #NepalQuake","[1, 4]"
592530052727832576,"#Gujarat govt to send 25,000 food packets to #Nepal | http://t.co/zIDbeEpLe8 | @InfoGujarat #Earthquake #India #InGujarat #NDMA",[0]
592530979958329344,"Pak sends 2 planes with relief goods, a field hospital &amp; several paramedics, rescue workers to earthquake-hit Nepal (PTI) #NepalEarthquake","[0, 2]"
592539289398812672,.@SavetheChildren is on the ground in Nepal and needs our help to aid earthquake victims. Text the word NEPAL to 20222 now to donate $10.,[5]
592542239563378688,Nearly 1 million children require urgent humanitarian assistance after Nepal earthquake http://t.co/9Udo42CX9u,[1]
592542569537654784,"RT AamAadmiParty: Delhi Govt to send food packets, drinking water to Nepal. #Earthquake http://t.co/payrbsosxT",[0]
592542775834324992,Israel providing aid to the Nepal earthquake victims is like the Marlboro man serving as a candy striper in an oncology ward.,[5]
592543024355282944,"A 58-strong Chinese Government
Medical Team arrived in 
# Nepal
# earthquake .",[2]
592545267859070976,"@narendramodi 
Sir, in incidents like earthquake there is need for more Orthopedicians.I appeal to States&amp;centre to send Ortho team to Nepal","[1, 3]"
592548359484801024,Bharat Sevashram Sangha started relief work in earthquake hit Nepal. Cooked food being distributed in the outskirts of Kathmandu.,"[0, 4, 5]"
592548743204962304,"For blood requirements in Kathmandu
Contact Mr. Adhikari 00977-9862005225 #earthquake #indiawithnepal","[0, 2, 4]"
592549088886923264,Free Food And Accommodation For #Earthquake Victims at Gorakhnath Temple : Yogi Adityanath http://t.co/DoZMwc0i6M,[4]
592549944751337472,"SGPC will send 100,000 food packets to #Nepal #Earthquake victims #Kathmandu https://t.co/Oymi0eeEW6
#IndiaWithNepal http://t.co/ukx65PzJqV",[0]
592550132702322688,"""@gunaraj: Road near to #TIA. #earthquake #Nepal http://t.co/8GHUfN7K6E""#eqimpactnp road damaged",[6]
592551270591770625,"@RSS_Org reachs nepal to help in rescue n relief in #earthquake #EarthquakeAgain 
http://t.co/G1jjGEe57l
 #ThankYouPM",[5]
592551682589859840,Nepal Earthquake: China Sends Search-and-Rescue Team to Katmandu http://t.co/r0cKLxiGl4,[5]
592552601767448577,"Earthquake in Nepal.
Golden Temple to send 1 lac and Delhi Gurdwaras to send 25 k meals daily.

Those who share sardar jokes,Pl RT this too.",[0]
592552801546305536,Sounds of traffic are back this morning in Kathmandu. People are still displaced. No electricity or running water. #kathmandu #earthquake,"[1, 6]"
592552943125041152,"Nepal Earthquake.Golden Temple to send 1 lac &amp; Delhi Gurdwaras to send 25 k meals daily.Those who share sardar jokes,please share this too.",[0]
592555718617632768,"MSF sending 8 teams to assist victims of the #Nepal #earthquake, including highly skilled emergency surgical teams http://t.co/BGVDeOs8gt","[2, 5]"
592556996752056320,"The #BloodBank of #Bhairahawa says it has enough blood &amp;rejects any #BloodDonation and tells us to be in stand by..!!
#Earthquake #Nepal",[2]
592557120505024512,"Earthquake in Nepal.
Golden Temple to send 1 lac &amp; Delhi Gurdwaras to send 25 k meals daily.Those who share sardar jokes,    share this 2",[0]
592560461909921792,#Nepal earthquake - huge requirement of food &amp; water in smaller villages outside the cities. RT &amp; tag NGOs/individuals/orgs to pitch in.,[1]
592560736855011330,"Earthquake in Nepal.
Golden Temple to send 1 lakh Meals 
and Delhi Gurdwaras to send 25000 meals daily.
Those who... http://t.co/IeWjEPGyY3",[0]
592560942979756034,"#Earthquake in Nepal~ Golden Temple to send 1 Lakh meals &amp; Delhi Gurudwaras to send 25k meals daily
#Respect to Sikhism",[0]
592561602072682496,Almost one million children in 'urgent need' of aid after Nepal earthquake http://t.co/9XgHEslzBY http://t.co/1cwHjntyxe,[1]
592562912293621760,YGGNRD-Nepal helping Earthquake displayed people by erecting tents &amp; providing drinking water@ in Nepal #GNRD #YGGNRD http://t.co/NiQxP9p43O,[0]
592563093185568768,Volunteers needed ! #NepalEarthquake #earthquake https://t.co/kmwolSHZT0,[1]
592564683682422784,"#Earthquake in Nepal: Golden Temple to send 1 lac &amp; Delhi Gurdwaras 2 snd 25 k meals daily. Those who share sardar jokes, kindly share this",[0]
592565775325532161,"Sign of a 21st century NGO: @CAREIndia is raising funds and providing people, logistics, resources to support @CareNepal after earthquake",[5]
592566314855735296,"To help victims of Earthquake in Nepal,  Golden Temple to send 1 lac and Delhi Gurdwaras to send 25000 meals... http://t.co/cTD6lHND7I",[0]
592567784091037698,Big crack in our water tank due to Earthquake .,[6]
592567899157475328,"Historic Basantapur Durbar Square in Kathmandu, before and after #Nepal earthquake. http://t.co/jUKZF0y5cB",[6]
